Ref_ID,doi_raw,doi_norm,publication_year,grouped_fold,chronological_role,row_random_fold,row_random_DOI_seen_in_train
28139,10.1039/c4cc04685d,10.1039/c4cc04685d,2014,4,train_through_2018,5,True
28140,10.1002/adma.201603016,10.1002/adma.201603016,2016,3,train_through_2018,4,True
28141,10.1002/adma.201603016,10.1002/adma.201603016,2016,3,train_through_2018,5,True
28142,10.1002/adma.201603016,10.1002/adma.201603016,2016,3,train_through_2018,1,True
28143,10.1002/adma.201603016,10.1002/adma.201603016,2016,3,train_through_2018,3,True
28144,10.1002/adma.201603016,10.1002/adma.201603016,2016,3,train_through_2018,2,True
28145,10.1002/adma.201603016,10.1002/adma.201603016,2016,3,train_through_2018,1,True
28146,10.1002/adma.201603016,10.1002/adma.201603016,2016,3,train_through_2018,2,True
28147,10.1016/j.orgel.2018.05.030,10.1016/j.orgel.2018.05.030,2018,2,train_through_2018,1,True
28148,10.1016/j.orgel.2018.05.030,10.1016/j.orgel.2018.05.030,2018,2,train_through_2018,2,True
28149,10.1016/j.orgel.2018.05.030,10.1016/j.orgel.2018.05.030,2018,2,train_through_2018,5,True
28150,10.1016/j.orgel.2018.05.030,10.1016/j.orgel.2018.05.030,2018,2,train_through_2018,3,True
28151,10.1016/j.orgel.2018.05.030,10.1016/j.orgel.2018.05.030,2018,2,train_through_2018,1,True
28152,10.1016/j.orgel.2018.05.030,10.1016/j.orgel.2018.05.030,2018,2,train_through_2018,5,True
28153,10.1016/j.orgel.2018.05.030,10.1016/j.orgel.2018.05.030,2018,2,train_through_2018,3,True
28154,10.1016/j.orgel.2018.05.030,10.1016/j.orgel.2018.05.030,2018,2,train_through_2018,5,True
28155,10.1016/j.orgel.2018.05.030,10.1016/j.orgel.2018.05.030,2018,2,train_through_2018,2,True
28156,10.1016/j.orgel.2018.05.030,10.1016/j.orgel.2018.05.030,2018,2,train_through_2018,3,True
28157,10.1016/j.orgel.2018.05.030,10.1016/j.orgel.2018.05.030,2018,2,train_through_2018,2,True
28158,10.1016/j.orgel.2018.05.030,10.1016/j.orgel.2018.05.030,2018,2,train_through_2018,1,True
28159,10.1016/j.orgel.2018.05.030,10.1016/j.orgel.2018.05.030,2018,2,train_through_2018,2,True
28160,10.1016/j.orgel.2018.05.030,10.1016/j.orgel.2018.05.030,2018,2,train_through_2018,2,True
28161,10.1016/j.orgel.2018.05.030,10.1016/j.orgel.2018.05.030,2018,2,train_through_2018,1,True
28162,10.1246/cl.150888,10.1246/cl.150888,2015,2,train_through_2018,2,False
28163,10.1246/cl.150888,10.1246/cl.150888,2015,2,train_through_2018,2,False
28164,10.1007/s12274-017-1880-0,10.1007/s12274-017-1880-0,2017,2,train_through_2018,4,True
28165,10.1007/s12274-017-1880-0,10.1007/s12274-017-1880-0,2017,2,train_through_2018,1,True
28166,10.1007/s12274-017-1880-0,10.1007/s12274-017-1880-0,2017,2,train_through_2018,3,True
28167,10.1039/c5nr05042a,10.1039/c5nr05042a,2015,2,train_through_2018,1,True
28168,10.1039/c5nr05042a,10.1039/c5nr05042a,2015,2,train_through_2018,1,True
28169,10.1039/c5nr05042a,10.1039/c5nr05042a,2015,2,train_through_2018,1,True
28170,10.1039/c5nr05042a,10.1039/c5nr05042a,2015,2,train_through_2018,3,True
28171,10.1039/c5nr05042a,10.1039/c5nr05042a,2015,2,train_through_2018,3,True
28172,10.1039/c5nr05042a,10.1039/c5nr05042a,2015,2,train_through_2018,2,True
28173,10.1039/c5nr05042a,10.1039/c5nr05042a,2015,2,train_through_2018,2,True
28175,10.1186/s11671-017-2117-6,10.1186/s11671-017-2117-6,2017,3,train_through_2018,1,False
28176,10.1186/s11671-017-2117-6,10.1186/s11671-017-2117-6,2017,3,train_through_2018,1,False
28177,10.1002/adma.201804402,10.1002/adma.201804402,2018,1,train_through_2018,3,True
28178,10.1002/adma.201804402,10.1002/adma.201804402,2018,1,train_through_2018,1,True
28179,10.1002/adma.201804402,10.1002/adma.201804402,2018,1,train_through_2018,4,True
28180,10.1002/adma.201804402,10.1002/adma.201804402,2018,1,train_through_2018,4,True
28181,10.1002/adma.201804402,10.1002/adma.201804402,2018,1,train_through_2018,5,True
28182,10.1002/adma.201804402,10.1002/adma.201804402,2018,1,train_through_2018,5,True
28183,10.1002/adma.201804402,10.1002/adma.201804402,2018,1,train_through_2018,1,True
28184,10.1002/adma.201804402,10.1002/adma.201804402,2018,1,train_through_2018,2,True
28186,10.1002/adma.201804402,10.1002/adma.201804402,2018,1,train_through_2018,4,True
28187,10.1002/adma.201804402,10.1002/adma.201804402,2018,1,train_through_2018,5,True
28188,10.1002/adma.201804402,10.1002/adma.201804402,2018,1,train_through_2018,4,True
28189,10.1002/adma.201804402,10.1002/adma.201804402,2018,1,train_through_2018,1,True
28190,10.1002/adma.201804402,10.1002/adma.201804402,2018,1,train_through_2018,5,True
28191,10.1002/adma.201804402,10.1002/adma.201804402,2018,1,train_through_2018,3,True
28194,10.1002/asia.201600856,10.1002/asia.201600856,2016,3,train_through_2018,5,False
28197,10.1002/solr.201700175,10.1002/solr.201700175,2017,1,train_through_2018,2,True
28198,10.1002/solr.201700175,10.1002/solr.201700175,2017,1,train_through_2018,1,True
28199,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,4,True
28200,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,1,True
28201,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,1,True
28202,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,4,True
28203,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,5,True
28204,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,3,True
28205,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,5,True
28206,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,3,True
28207,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,2,True
28208,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,2,True
28209,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,2,True
28210,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,1,True
28211,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,5,True
28212,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,1,True
28213,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,4,True
28214,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,1,True
28215,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,2,True
28216,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,1,True
28217,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,5,True
28218,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,2,True
28219,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,1,True
28220,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,1,True
28221,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,2,True
28222,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,5,True
28223,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,2,True
28224,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,5,True
28225,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,4,True
28226,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,2,True
28227,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,2,True
28228,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,5,True
28229,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,2,True
28230,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,1,True
28231,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,1,True
28232,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,2,True
28233,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,1,True
28234,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,2,True
28235,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,4,True
28236,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,1,True
28237,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,2,True
28238,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,4,True
28239,10.1039/c7cc03444j,10.1039/c7cc03444j,2017,4,train_through_2018,4,True
28240,10.1002/cssc.201702169,10.1002/cssc.201702169,2018,4,train_through_2018,5,True
28241,10.1002/cssc.201702169,10.1002/cssc.201702169,2018,4,train_through_2018,3,True
28242,10.1002/cssc.201702169,10.1002/cssc.201702169,2018,4,train_through_2018,2,True
28243,10.1002/cssc.201702169,10.1002/cssc.201702169,2018,4,train_through_2018,2,True
28244,10.1002/cssc.201702169,10.1002/cssc.201702169,2018,4,train_through_2018,1,True
28245,10.1002/cssc.201702169,10.1002/cssc.201702169,2018,4,train_through_2018,3,True
28246,10.1002/cssc.201702169,10.1002/cssc.201702169,2018,4,train_through_2018,2,True
28248,10.1557/mrc.2017.52,10.1557/mrc.2017.52,2017,2,train_through_2018,2,True
28249,10.1557/mrc.2017.52,10.1557/mrc.2017.52,2017,2,train_through_2018,4,True
28250,10.1021/acsenergylett.9b00351,10.1021/acsenergylett.9b00351,2019,2,test_2019_onward,1,False
28252,10.1038/s41560-018-0324-8,10.1038/s41560-018-0324-8,2019,2,test_2019_onward,3,True
28254,10.1038/s41560-018-0324-8,10.1038/s41560-018-0324-8,2019,2,test_2019_onward,4,True
28255,10.1038/s41560-018-0324-8,10.1038/s41560-018-0324-8,2019,2,test_2019_onward,1,True
28256,10.1038/s41560-018-0324-8,10.1038/s41560-018-0324-8,2019,2,test_2019_onward,1,True
28257,10.1038/s41560-018-0324-8,10.1038/s41560-018-0324-8,2019,2,test_2019_onward,5,True
28258,10.1038/s41560-018-0324-8,10.1038/s41560-018-0324-8,2019,2,test_2019_onward,3,True
28259,10.1038/s41560-018-0324-8,10.1038/s41560-018-0324-8,2019,2,test_2019_onward,4,True
28260,10.1038/s41560-018-0324-8,10.1038/s41560-018-0324-8,2019,2,test_2019_onward,2,True
28261,10.1038/s41560-018-0324-8,10.1038/s41560-018-0324-8,2019,2,test_2019_onward,1,True
28262,10.1038/s41560-018-0324-8,10.1038/s41560-018-0324-8,2019,2,test_2019_onward,3,True
28263,10.1038/s41560-018-0324-8,10.1038/s41560-018-0324-8,2019,2,test_2019_onward,4,True
28264,10.1038/s41560-018-0324-8,10.1038/s41560-018-0324-8,2019,2,test_2019_onward,2,True
28265,10.1038/s41560-018-0324-8,10.1038/s41560-018-0324-8,2019,2,test_2019_onward,1,True
28266,10.1038/s41560-018-0324-8,10.1038/s41560-018-0324-8,2019,2,test_2019_onward,4,True
28267,10.1038/s41560-018-0324-8,10.1038/s41560-018-0324-8,2019,2,test_2019_onward,2,True
28268,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,3,True
28269,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,4,True
28270,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,1,True
28271,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,1,True
28272,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,1,True
28273,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,3,True
28274,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,4,True
28275,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,2,True
28276,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,1,True
28279,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,5,True
28280,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,3,True
28281,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,3,True
28282,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,4,True
28283,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,4,True
28284,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,2,True
28285,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,4,True
28286,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,2,True
28287,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,2,True
28288,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,3,True
28289,10.1002/adfm.201808667,10.1002/adfm.201808667,2019,2,test_2019_onward,2,True
28290,10.1039/c5ta03169a,10.1039/c5ta03169a,2015,4,train_through_2018,4,True
28291,10.1039/c5ta03169a,10.1039/c5ta03169a,2015,4,train_through_2018,1,True
28292,10.1039/c5ta03169a,10.1039/c5ta03169a,2015,4,train_through_2018,1,True
28295,10.1039/c5ta05693d,10.1039/c5ta05693d,2015,3,train_through_2018,3,True
28296,10.1039/c5ta05693d,10.1039/c5ta05693d,2015,3,train_through_2018,5,True
28297,10.1039/c5ta05693d,10.1039/c5ta05693d,2015,3,train_through_2018,3,True
28298,10.1039/c8ta10876e,10.1039/c8ta10876e,2019,2,test_2019_onward,5,True
28299,10.1039/c8ta10876e,10.1039/c8ta10876e,2019,2,test_2019_onward,3,True
28300,10.1039/c8ta10876e,10.1039/c8ta10876e,2019,2,test_2019_onward,3,True
28301,10.1039/c8ta10876e,10.1039/c8ta10876e,2019,2,test_2019_onward,5,True
28302,10.1039/c8ta10876e,10.1039/c8ta10876e,2019,2,test_2019_onward,1,True
28308,10.1039/c8ta10876e,10.1039/c8ta10876e,2019,2,test_2019_onward,3,True
28309,10.1039/c8ta10876e,10.1039/c8ta10876e,2019,2,test_2019_onward,5,True
28310,10.1039/c8ta10876e,10.1039/c8ta10876e,2019,2,test_2019_onward,5,True
28314,10.1039/c8tc00455b,10.1039/c8tc00455b,2018,3,train_through_2018,1,True
28315,10.1039/c8tc00455b,10.1039/c8tc00455b,2018,3,train_through_2018,1,True
28316,10.1039/c8tc00455b,10.1039/c8tc00455b,2018,3,train_through_2018,4,True
28317,10.1039/c8tc00455b,10.1039/c8tc00455b,2018,3,train_through_2018,2,True
28318,10.1039/c8tc00455b,10.1039/c8tc00455b,2018,3,train_through_2018,3,True
28319,10.1039/c8tc00455b,10.1039/c8tc00455b,2018,3,train_through_2018,4,True
28320,10.1039/c8tc00455b,10.1039/c8tc00455b,2018,3,train_through_2018,4,True
28321,10.1039/c8tc00455b,10.1039/c8tc00455b,2018,3,train_through_2018,2,True
28322,10.1039/c8tc00455b,10.1039/c8tc00455b,2018,3,train_through_2018,4,True
28323,10.1039/c8tc00455b,10.1039/c8tc00455b,2018,3,train_through_2018,3,True
28324,10.1039/c6ta07876a,10.1039/c6ta07876a,2016,2,train_through_2018,1,True
28325,10.1039/c6ta07876a,10.1039/c6ta07876a,2016,2,train_through_2018,1,True
28326,10.1039/c6ta07876a,10.1039/c6ta07876a,2016,2,train_through_2018,2,True
28327,10.1039/c6ta07876a,10.1039/c6ta07876a,2016,2,train_through_2018,3,True
28328,10.1039/c6ta07876a,10.1039/c6ta07876a,2016,2,train_through_2018,5,True
28329,10.1039/c6ta07876a,10.1039/c6ta07876a,2016,2,train_through_2018,2,True
28334,10.1039/c6ta07876a,10.1039/c6ta07876a,2016,2,train_through_2018,2,True
28335,10.1039/c6ta07876a,10.1039/c6ta07876a,2016,2,train_through_2018,3,True
28336,10.1016/j.isci.2019.04.025,10.1016/j.isci.2019.04.025,2019,4,test_2019_onward,2,True
28337,10.1016/j.isci.2019.04.025,10.1016/j.isci.2019.04.025,2019,4,test_2019_onward,3,True
28338,10.1016/j.isci.2019.04.025,10.1016/j.isci.2019.04.025,2019,4,test_2019_onward,5,True
28339,10.1016/j.isci.2019.04.025,10.1016/j.isci.2019.04.025,2019,4,test_2019_onward,1,True
28344,10.1016/j.orgel.2019.03.021,10.1016/j.orgel.2019.03.021,2019,5,test_2019_onward,1,True
28345,10.1016/j.orgel.2019.03.021,10.1016/j.orgel.2019.03.021,2019,5,test_2019_onward,4,True
28346,10.1016/j.orgel.2019.03.021,10.1016/j.orgel.2019.03.021,2019,5,test_2019_onward,2,True
28348,10.1016/j.orgel.2019.03.021,10.1016/j.orgel.2019.03.021,2019,5,test_2019_onward,3,True
28349,10.1016/j.orgel.2019.03.021,10.1016/j.orgel.2019.03.021,2019,5,test_2019_onward,2,True
28350,10.1016/j.orgel.2019.03.021,10.1016/j.orgel.2019.03.021,2019,5,test_2019_onward,1,True
28358,10.1016/j.orgel.2019.03.021,10.1016/j.orgel.2019.03.021,2019,5,test_2019_onward,5,True
28359,10.1016/j.orgel.2019.03.021,10.1016/j.orgel.2019.03.021,2019,5,test_2019_onward,5,True
28360,10.1016/j.orgel.2019.03.021,10.1016/j.orgel.2019.03.021,2019,5,test_2019_onward,3,True
28361,10.1016/j.orgel.2019.03.021,10.1016/j.orgel.2019.03.021,2019,5,test_2019_onward,1,True
28362,10.1016/j.orgel.2019.03.021,10.1016/j.orgel.2019.03.021,2019,5,test_2019_onward,1,True
28363,10.1016/j.orgel.2019.03.021,10.1016/j.orgel.2019.03.021,2019,5,test_2019_onward,5,True
28364,10.1016/j.orgel.2019.03.021,10.1016/j.orgel.2019.03.021,2019,5,test_2019_onward,5,True
28365,10.1016/j.orgel.2016.04.020,10.1016/j.orgel.2016.04.020,2016,3,train_through_2018,3,False
28366,10.1016/j.solmat.2015.10.032,10.1016/j.solmat.2015.10.032,2015,1,train_through_2018,1,True
28371,10.1016/j.solmat.2015.10.032,10.1016/j.solmat.2015.10.032,2015,1,train_through_2018,4,True
28373,10.1039/c8ta00308d,10.1039/c8ta00308d,2018,2,train_through_2018,3,True
28374,10.1039/c8ta00308d,10.1039/c8ta00308d,2018,2,train_through_2018,4,True
28375,10.1039/c8ta00308d,10.1039/c8ta00308d,2018,2,train_through_2018,1,True
28376,10.1039/c8ta00308d,10.1039/c8ta00308d,2018,2,train_through_2018,4,True
28383,10.1002/solr.201800216,10.1002/solr.201800216,2018,2,train_through_2018,4,True
28384,10.1002/solr.201800216,10.1002/solr.201800216,2018,2,train_through_2018,2,True
28385,10.1002/solr.201800216,10.1002/solr.201800216,2018,2,train_through_2018,2,True
28386,10.1002/solr.201800216,10.1002/solr.201800216,2018,2,train_through_2018,4,True
28387,10.1002/solr.201800216,10.1002/solr.201800216,2018,2,train_through_2018,4,True
28388,10.1002/solr.201800216,10.1002/solr.201800216,2018,2,train_through_2018,3,True
28400,10.1002/adma.201804284,10.1002/adma.201804284,2019,2,test_2019_onward,5,True
28401,10.1002/adma.201804284,10.1002/adma.201804284,2019,2,test_2019_onward,4,True
28402,10.1002/adma.201804284,10.1002/adma.201804284,2019,2,test_2019_onward,4,True
28405,10.1016/j.solmat.2016.08.011,10.1016/j.solmat.2016.08.011,2016,1,train_through_2018,2,True
28406,10.1016/j.solmat.2016.08.011,10.1016/j.solmat.2016.08.011,2016,1,train_through_2018,3,True
28407,10.1016/j.solmat.2016.08.011,10.1016/j.solmat.2016.08.011,2016,1,train_through_2018,3,True
28408,10.1016/j.solmat.2016.08.011,10.1016/j.solmat.2016.08.011,2016,1,train_through_2018,2,True
28409,10.1016/j.solmat.2016.08.011,10.1016/j.solmat.2016.08.011,2016,1,train_through_2018,1,True
28410,10.1039/c7ra13582c,10.1039/c7ra13582c,2018,1,train_through_2018,3,True
28411,10.1039/c7ra13582c,10.1039/c7ra13582c,2018,1,train_through_2018,2,True
28412,10.1039/c7ra13582c,10.1039/c7ra13582c,2018,1,train_through_2018,4,True
28413,10.1039/c7ra13582c,10.1039/c7ra13582c,2018,1,train_through_2018,3,True
28418,10.1088/1757-899X/289/1/012001,10.1088/1757-899x/289/1/012001,2018,5,train_through_2018,2,True
28419,10.1088/1757-899X/289/1/012001,10.1088/1757-899x/289/1/012001,2018,5,train_through_2018,5,True
28420,10.1016/j.nanoen.2015.01.025,10.1016/j.nanoen.2015.01.025,2015,3,train_through_2018,4,True
28421,10.1016/j.nanoen.2015.01.025,10.1016/j.nanoen.2015.01.025,2015,3,train_through_2018,1,True
28422,10.1016/j.nanoen.2015.01.025,10.1016/j.nanoen.2015.01.025,2015,3,train_through_2018,2,True
28423,10.1016/j.nanoen.2015.01.025,10.1016/j.nanoen.2015.01.025,2015,3,train_through_2018,3,True
28424,10.1016/j.nanoen.2015.01.025,10.1016/j.nanoen.2015.01.025,2015,3,train_through_2018,1,True
28425,10.1039/c7ta04128d,10.1039/c7ta04128d,2017,1,train_through_2018,1,True
28426,10.1039/c7ta04128d,10.1039/c7ta04128d,2017,1,train_through_2018,3,True
28427,10.1039/c7ta04128d,10.1039/c7ta04128d,2017,1,train_through_2018,3,True
28428,10.1039/c7ta04128d,10.1039/c7ta04128d,2017,1,train_through_2018,3,True
28429,10.1039/c7ta04128d,10.1039/c7ta04128d,2017,1,train_through_2018,5,True
28430,10.1021/jacs.5b02651,10.1021/jacs.5b02651,2015,5,train_through_2018,1,False
28431,10.1021/jacs.5b02651,10.1021/jacs.5b02651,2015,5,train_through_2018,1,False
28433,10.1126/science.aam6620,10.1126/science.aam6620,2017,3,train_through_2018,3,True
28434,10.1126/science.aam6620,10.1126/science.aam6620,2017,3,train_through_2018,3,True
28435,10.1126/science.aam6620,10.1126/science.aam6620,2017,3,train_through_2018,4,True
28436,10.1063/1.4967840,10.1063/1.4967840,2016,5,train_through_2018,5,True
28437,10.1063/1.4967840,10.1063/1.4967840,2016,5,train_through_2018,3,True
28439,10.1063/1.4967840,10.1063/1.4967840,2016,5,train_through_2018,2,True
28440,10.1063/1.4967840,10.1063/1.4967840,2016,5,train_through_2018,3,True
28441,10.1039/c8tc04475a,10.1039/c8tc04475a,2018,1,train_through_2018,1,True
28442,10.1039/c8tc04475a,10.1039/c8tc04475a,2018,1,train_through_2018,2,True
28443,10.5229/JECST.2018.9.2.118,10.5229/jecst.2018.9.2.118,2018,1,train_through_2018,3,False
28449,10.1039/c8ra00639c,10.1039/c8ra00639c,2018,2,train_through_2018,2,True
28450,10.1039/c8ra00639c,10.1039/c8ra00639c,2018,2,train_through_2018,3,True
28451,10.1039/c8ra00639c,10.1039/c8ra00639c,2018,2,train_through_2018,1,True
28452,10.1039/c8ra00639c,10.1039/c8ra00639c,2018,2,train_through_2018,1,True
28453,10.1002/adma.201703879,10.1002/adma.201703879,2017,3,train_through_2018,2,True
28454,10.1002/adma.201703879,10.1002/adma.201703879,2017,3,train_through_2018,2,True
28455,10.1002/adma.201703879,10.1002/adma.201703879,2017,3,train_through_2018,1,True
28456,10.1002/adma.201703879,10.1002/adma.201703879,2017,3,train_through_2018,5,True
28457,10.1002/adma.201703879,10.1002/adma.201703879,2017,3,train_through_2018,5,True
28461,10.1002/aenm.201601433,10.1002/aenm.201601433,2016,3,train_through_2018,1,True
28462,10.1002/aenm.201601433,10.1002/aenm.201601433,2016,3,train_through_2018,5,True
28463,10.1002/aenm.201601433,10.1002/aenm.201601433,2016,3,train_through_2018,4,True
28464,10.1016/j.mtener.2017.06.009,10.1016/j.mtener.2017.06.009,2017,4,train_through_2018,2,True
28465,10.1016/j.mtener.2017.06.009,10.1016/j.mtener.2017.06.009,2017,4,train_through_2018,2,True
28466,10.1016/j.mtener.2017.06.009,10.1016/j.mtener.2017.06.009,2017,4,train_through_2018,1,True
28467,10.1016/j.mtener.2017.06.009,10.1016/j.mtener.2017.06.009,2017,4,train_through_2018,5,True
28468,10.1038/s41598-017-18970-y,10.1038/s41598-017-18970-y,2018,2,train_through_2018,2,False
28469,10.1038/s41598-017-18970-y,10.1038/s41598-017-18970-y,2018,2,train_through_2018,2,False
28474,10.1007/s12274-014-0534-8,10.1007/s12274-014-0534-8,2014,2,train_through_2018,5,True
28475,10.1007/s12274-014-0534-8,10.1007/s12274-014-0534-8,2014,2,train_through_2018,1,True
28476,10.1039/c4ta05613b,10.1039/c4ta05613b,2014,1,train_through_2018,3,True
28477,10.1039/c4ta05613b,10.1039/c4ta05613b,2014,1,train_through_2018,4,True
28478,10.1039/c4ta05613b,10.1039/c4ta05613b,2014,1,train_through_2018,4,True
28479,10.1039/c4ta05613b,10.1039/c4ta05613b,2014,1,train_through_2018,3,True
28480,10.1039/c8tc02237b,10.1039/c8tc02237b,2018,2,train_through_2018,3,True
28481,10.1039/c8tc02237b,10.1039/c8tc02237b,2018,2,train_through_2018,4,True
28482,10.1039/c8tc02237b,10.1039/c8tc02237b,2018,2,train_through_2018,4,True
28483,10.1039/c8tc02237b,10.1039/c8tc02237b,2018,2,train_through_2018,5,True
28484,10.1039/c8tc02237b,10.1039/c8tc02237b,2018,2,train_through_2018,1,True
28485,10.1039/c8tc02237b,10.1039/c8tc02237b,2018,2,train_through_2018,4,True
28486,10.1039/c8tc02237b,10.1039/c8tc02237b,2018,2,train_through_2018,2,True
28487,10.1039/c8tc02237b,10.1039/c8tc02237b,2018,2,train_through_2018,1,True
28488,10.1039/c8tc02237b,10.1039/c8tc02237b,2018,2,train_through_2018,5,True
28489,10.1039/c8tc02237b,10.1039/c8tc02237b,2018,2,train_through_2018,2,True
28490,10.1039/c8tc02237b,10.1039/c8tc02237b,2018,2,train_through_2018,3,True
28491,10.1039/c8tc02237b,10.1039/c8tc02237b,2018,2,train_through_2018,3,True
28493,10.1088/1361-6528/aa5bec,10.1088/1361-6528/aa5bec,2017,2,train_through_2018,2,True
28495,10.1088/1361-6528/aa5bec,10.1088/1361-6528/aa5bec,2017,2,train_through_2018,5,True
28497,10.1088/1361-6528/aa5bec,10.1088/1361-6528/aa5bec,2017,2,train_through_2018,2,True
28498,10.1088/1361-6528/aa5bec,10.1088/1361-6528/aa5bec,2017,2,train_through_2018,1,True
28499,10.1088/1361-6528/aa5bec,10.1088/1361-6528/aa5bec,2017,2,train_through_2018,2,True
28500,10.1088/1361-6528/aa5bec,10.1088/1361-6528/aa5bec,2017,2,train_through_2018,1,True
28501,10.1088/1361-6528/aa5bec,10.1088/1361-6528/aa5bec,2017,2,train_through_2018,2,True
28502,10.1088/1361-6528/aa5bec,10.1088/1361-6528/aa5bec,2017,2,train_through_2018,2,True
28504,10.1088/1361-6528/aa5bec,10.1088/1361-6528/aa5bec,2017,2,train_through_2018,4,True
28505,10.1088/1361-6528/aa5bec,10.1088/1361-6528/aa5bec,2017,2,train_through_2018,3,True
28506,10.1088/1361-6528/aa5bec,10.1088/1361-6528/aa5bec,2017,2,train_through_2018,4,True
28507,10.1021/acsami.8b19036,10.1021/acsami.8b19036,2019,1,test_2019_onward,1,True
28508,10.1021/acsami.8b19036,10.1021/acsami.8b19036,2019,1,test_2019_onward,1,True
28509,10.1021/acsami.8b19036,10.1021/acsami.8b19036,2019,1,test_2019_onward,1,True
28510,10.1021/acsami.8b19036,10.1021/acsami.8b19036,2019,1,test_2019_onward,2,True
28511,10.1002/adma.201506141,10.1002/adma.201506141,2016,2,train_through_2018,2,True
28512,10.1002/adma.201506141,10.1002/adma.201506141,2016,2,train_through_2018,1,True
28513,10.1002/adma.201506141,10.1002/adma.201506141,2016,2,train_through_2018,4,True
28514,10.1002/adma.201506141,10.1002/adma.201506141,2016,2,train_through_2018,3,True
